Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
Disabled,Disabled,Disabled,Disabled,Bad,Bad,1
